name,age,sex,love_in,love_out_land,love_out_sky,city,area,building,_row_head_
张三13925,95,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三13926,90,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三13927,82,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13928,42,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13929,85,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三13930,90,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13931,89,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13932,10,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13933,34,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13934,35,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13935,41,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13936,36,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13937,23,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13938,71,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13939,59,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13940,40,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13941,25,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13942,49,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13943,58,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13944,40,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13945,21,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13946,63,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13947,46,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13948,58,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三13949,79,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13950,10,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13951,41,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13952,41,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13953,83,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13954,64,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13955,17,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三13956,45,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13957,38,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13958,30,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13959,79,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13960,51,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13961,62,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13962,18,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13963,30,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13964,21,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13965,73,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13966,65,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13967,82,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13968,73,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13969,16,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13970,55,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13971,84,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13972,72,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13973,73,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三13974,50,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13975,61,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13976,30,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13977,99,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13978,83,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13979,43,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13980,72,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三13981,41,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13982,66,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13983,15,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13984,53,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13985,56,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13986,95,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13987,37,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13988,12,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13989,98,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13990,59,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13991,90,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13992,91,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13993,73,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13994,32,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三13995,31,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三13996,65,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三13997,98,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三13998,30,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三13999,12,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14000,87,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14001,42,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14002,71,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14003,41,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14004,62,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14005,83,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14006,11,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14007,95,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14008,51,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14009,19,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14010,56,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14011,91,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14012,53,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14013,76,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14014,31,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14015,21,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14016,62,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14017,32,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14018,99,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14019,77,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14020,26,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14021,74,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14022,26,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14023,99,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14024,27,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14025,89,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14026,47,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14027,67,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14028,98,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14029,72,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14030,33,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14031,54,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14032,27,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14033,44,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14034,59,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14035,42,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14036,20,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14037,88,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14038,11,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14039,79,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14040,20,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14041,68,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14042,87,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14043,83,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14044,30,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14045,31,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14046,15,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14047,83,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14048,47,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14049,99,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14050,83,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14051,72,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14052,10,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14053,36,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14054,22,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14055,94,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14056,74,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14057,99,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14058,44,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14059,31,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14060,48,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14061,11,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14062,97,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14063,52,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14064,29,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14065,36,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14066,73,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14067,27,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14068,26,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14069,95,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14070,25,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14071,27,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14072,98,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14073,29,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14074,65,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14075,18,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14076,76,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14077,28,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14078,52,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14079,96,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14080,14,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14081,62,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14082,30,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14083,13,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14084,25,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14085,65,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14086,63,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14087,97,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14088,72,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14089,46,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14090,67,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14091,68,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14092,31,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14093,15,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14094,77,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14095,48,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14096,31,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14097,73,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14098,43,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14099,22,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14100,22,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14101,62,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14102,75,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14103,36,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14104,16,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14105,66,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14106,74,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14107,81,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14108,21,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14109,16,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14110,26,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14111,99,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14112,76,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14113,43,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14114,75,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14115,80,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14116,78,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14117,51,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14118,12,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14119,87,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14120,15,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14121,91,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14122,44,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14123,79,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14124,14,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14125,10,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14126,18,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14127,53,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14128,80,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14129,45,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14130,89,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14131,97,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14132,32,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14133,80,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14134,69,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14135,23,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14136,87,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14137,51,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14138,29,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14139,77,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14140,87,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14141,39,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14142,67,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14143,94,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14144,61,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14145,28,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14146,72,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14147,99,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14148,29,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14149,74,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14150,44,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14151,39,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14152,26,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14153,76,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14154,60,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14155,84,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14156,74,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14157,47,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14158,50,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14159,93,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14160,28,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14161,27,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14162,36,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14163,88,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14164,97,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14165,34,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14166,52,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14167,49,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14168,93,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14169,77,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14170,95,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14171,45,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14172,100,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14173,54,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14174,81,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14175,49,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14176,48,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14177,14,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14178,24,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14179,60,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14180,24,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14181,54,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14182,28,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14183,22,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14184,59,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14185,56,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14186,96,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14187,46,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14188,67,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14189,50,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14190,81,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14191,90,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14192,43,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14193,80,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14194,84,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14195,34,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14196,56,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14197,81,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14198,66,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14199,69,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14200,74,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14201,55,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14202,79,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14203,55,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14204,95,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14205,83,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14206,42,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14207,21,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14208,56,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14209,12,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14210,36,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14211,85,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14212,71,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14213,29,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14214,43,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14215,66,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14216,32,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14217,27,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14218,17,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14219,82,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14220,63,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14221,94,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14222,37,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14223,36,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14224,93,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14225,19,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14226,53,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14227,53,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14228,15,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14229,99,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14230,99,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14231,86,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14232,92,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14233,81,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14234,97,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14235,59,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14236,34,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14237,88,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14238,25,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14239,40,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14240,91,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14241,11,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14242,39,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14243,19,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14244,45,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14245,46,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14246,50,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14247,57,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14248,46,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14249,72,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14250,30,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14251,47,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14252,90,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14253,57,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14254,77,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14255,80,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14256,87,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14257,91,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14258,100,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14259,94,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14260,65,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14261,85,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14262,26,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14263,83,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14264,44,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14265,17,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14266,15,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14267,19,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14268,60,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14269,60,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14270,35,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14271,73,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14272,27,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14273,55,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14274,18,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14275,84,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14276,100,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14277,76,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14278,24,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14279,96,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14280,33,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14281,39,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14282,91,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14283,82,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14284,77,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14285,78,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14286,67,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14287,65,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三14288,67,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三14289,61,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三14290,38,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三14291,80,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三14292,46,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三14293,90,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14294,90,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三14295,22,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三14296,67,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
